Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX
7641	887.56249	PI(15:0/21:0)	C45H87O13P	M+Na-2H	866.588434	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010883	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010883	80905.0	https://metlin.scripps.edu/metabo_info.php?molid=80905	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	VALPAECOJOKURD-SNXKPFKBSA-N	[]	N/A	563
7651	887.56249	PI(14:0/22:0)	C45H87O13P	M+Na-2H	866.588434	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010893	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010893	80915.0	https://metlin.scripps.edu/metabo_info.php?molid=80915	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YMXPJFWZOUDOQH-SNXKPFKBSA-N	[]	N/A	564
7405	887.56249	PI(21:0/15:0)	C45H87O13P	M+Na-2H	866.588434	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010647	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010647	80669.0	https://metlin.scripps.edu/metabo_info.php?molid=80669	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UELPCQIHGPGOQL-SNXKPFKBSA-N	[]	N/A	565
45851	887.56249	PC(DiMe(11,3)/DiMe(9,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061394	http://www.hmdb.ca/metabolites/HMDB0061394	N/A	N/A	N/A	N/A	131770066	https://pubchem.ncbi.nlm.nih.gov/compound/131770066	HUVPYIONHWXLJN-UHFFFAOYSA-O	[]	N/A	566
49437	887.56249	PC(MonoMe(11,5)/MonoMe(9,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061452	http://www.hmdb.ca/metabolites/HMDB0061452	N/A	N/A	N/A	N/A	131770124	https://pubchem.ncbi.nlm.nih.gov/compound/131770124	YXWQQTCQPYMUQG-UHFFFAOYSA-O	[]	N/A	567
81492	887.56249	PC(DiMe(9,5)/DiMe(11,3))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061426	http://www.hmdb.ca/metabolites/HMDB0061426	N/A	N/A	N/A	N/A	131770098	https://pubchem.ncbi.nlm.nih.gov/compound/131770098	LUXCSULTHGJOSF-UHFFFAOYSA-O	[]	N/A	568
135277	887.56249	PC(DiMe(9,3)/DiMe(11,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061418	http://www.hmdb.ca/metabolites/HMDB0061418	N/A	N/A	N/A	N/A	131770090	https://pubchem.ncbi.nlm.nih.gov/compound/131770090	LBIJNIKFWUDSMS-UHFFFAOYSA-O	[]	N/A	569
128681	887.56249	PC(MonoMe(11,3)/MonoMe(11,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061441	http://www.hmdb.ca/metabolites/HMDB0061441	N/A	N/A	N/A	N/A	131770113	https://pubchem.ncbi.nlm.nih.gov/compound/131770113	ZWNMOUZYWNCYCD-UHFFFAOYSA-O	[]	N/A	570
102316	887.56249	PC(MonoMe(9,5)/MonoMe(11,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061468	http://www.hmdb.ca/metabolites/HMDB0061468	N/A	N/A	N/A	N/A	131770140	https://pubchem.ncbi.nlm.nih.gov/compound/131770140	DAQHGLHVCQSLJZ-UHFFFAOYSA-O	[]	N/A	571
84154	887.56249	PC(DiMe(11,3)/DiMe(11,3))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061390	http://www.hmdb.ca/metabolites/HMDB0061390	N/A	N/A	N/A	N/A	131770062	https://pubchem.ncbi.nlm.nih.gov/compound/131770062	DQXMMQRBHZWYPT-UHFFFAOYSA-O	[]	N/A	572
144319	887.56249	PC(DiMe(9,5)/DiMe(9,5))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061430	http://www.hmdb.ca/metabolites/HMDB0061430	N/A	N/A	N/A	N/A	131770102	https://pubchem.ncbi.nlm.nih.gov/compound/131770102	IQFGDELMCIDAGV-UHFFFAOYSA-O	[]	N/A	573
138982	887.56249	PC(MonoMe(11,5)/MonoMe(11,3))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061449	http://www.hmdb.ca/metabolites/HMDB0061449	N/A	N/A	N/A	N/A	131770121	https://pubchem.ncbi.nlm.nih.gov/compound/131770121	KFEQEAFSKLRVBM-UHFFFAOYSA-O	[]	N/A	574
84727	887.56249	PC(DiMe(11,5)/DiMe(9,3))	C48H85NO10P	M+Na-2H	866.591109457	4	-2	-2	N/A	N/A	HMDB0061402	http://www.hmdb.ca/metabolites/HMDB0061402	N/A	N/A	N/A	N/A	131770074	https://pubchem.ncbi.nlm.nih.gov/compound/131770074	SCNOXBFQVSFVEG-UHFFFAOYSA-O	[]	N/A	575
6400	773.53171	PG(18:2(9Z,12Z)/18:0)	C42H79O10P	M-H	774.54108526	3	-2	-2	N/A	N/A	HMDB0010647	http://www.hmdb.ca/metabolites/HMDB0010647	LMGP04010876	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010876	61918.0	https://metlin.scripps.edu/metabo_info.php?molid=61918	52927141	https://pubchem.ncbi.nlm.nih.gov/compound/52927141	CZVJBYZXTBYGJR-XAODMQRJSA-N	[]	N/A	576
6506	773.53171	PG(18:0/18:2(9Z,12Z))	C42H79O10P	M-H	774.54108526	3	-2	-2	N/A	N/A	HMDB0010605	http://www.hmdb.ca/metabolites/HMDB0010605	LMGP04010982	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010982	61878.0	https://metlin.scripps.edu/metabo_info.php?molid=61878	52927245	https://pubchem.ncbi.nlm.nih.gov/compound/52927245	JPRWHUSRRGNLOV-KKUBIFFLSA-N	[]	N/A	577
144763	773.53171	PG(18:1(11Z)/18:1(9Z))	C42H79O10P	M-H	774.54108526	3	-2	-2	N/A	N/A	HMDB0010619	http://www.hmdb.ca/metabolites/HMDB0010619	N/A	N/A	61890.0	https://metlin.scripps.edu/metabo_info.php?molid=61890	53480618	https://pubchem.ncbi.nlm.nih.gov/compound/53480618	MANUXINXZIXGSR-ZRXIRQNBSA-N	[]	N/A	578
127403	773.53171	PG(18:1(9Z)/18:1(11Z))	C42H79O10P	M-H	774.54108526	3	-2	-2	N/A	N/A	HMDB0010633	http://www.hmdb.ca/metabolites/HMDB0010633	N/A	N/A	61904.0	https://metlin.scripps.edu/metabo_info.php?molid=61904	53480629	https://pubchem.ncbi.nlm.nih.gov/compound/53480629	NTMBJQYQYMPGRM-MYVKIHSOSA-N	[]	N/A	579
6509	773.53171	PG(18:1(9Z)/18:1(9Z))	C42H79O10P	M-H	774.541085742	3	-2	-2	N/A	N/A	HMDB0010634	http://www.hmdb.ca/metabolites/HMDB0010634	LMGP04010985	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010985	61905.0	https://metlin.scripps.edu/metabo_info.php?molid=61905	52927248	https://pubchem.ncbi.nlm.nih.gov/compound/52927248	DSNRWDQKZIEDDB-SQYFZQSCSA-N	[]	N/A	580
63654	773.53171	PG(18:1(11Z)/18:1(11Z))	C42H79O10P	M-H	774.541085742	3	-2	-2	N/A	N/A	HMDB0010618	http://www.hmdb.ca/metabolites/HMDB0010618	N/A	N/A	61889.0	https://metlin.scripps.edu/metabo_info.php?molid=61889	53480617	https://pubchem.ncbi.nlm.nih.gov/compound/53480617	SOLXJHKVRWSNJX-HKFASTTNSA-N	[]	N/A	581
5659	773.53171	PG(14:1(9Z)/22:1(11Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010135	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010135	78960.0	https://metlin.scripps.edu/metabo_info.php?molid=78960	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CYYXTKQWVDFHKU-DZBISSLWSA-N	[]	N/A	582
5721	773.53171	PG(16:0/20:2(11Z,14Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010197	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010197	79022.0	https://metlin.scripps.edu/metabo_info.php?molid=79022	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KDFIYBDWNQKADP-ZIKXZADVSA-N	[]	N/A	583
6750	773.53171	LBPA(18:1(9Z)/18:1(9Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04100003	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04100003	102834.0	https://metlin.scripps.edu/metabo_info.php?molid=102834	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZCXRIDHJRROVJY-JOZUOZHYSA-N	[]	N/A	584
5985	773.53171	PG(19:0/17:2(9Z,12Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010461	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010461	79286.0	https://metlin.scripps.edu/metabo_info.php?molid=79286	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DIGVZHFOQWDIAN-XEPQIOIISA-N	[]	N/A	585
6252	773.53171	PG(22:1(11Z)/14:1(9Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010728	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010728	79553.0	https://metlin.scripps.edu/metabo_info.php?molid=79553	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LIQQOBTYQXSUDK-DZBISSLWSA-N	[]	N/A	586
5741	773.53171	PG(16:1(9Z)/20:1(11Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010217	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010217	79042.0	https://metlin.scripps.edu/metabo_info.php?molid=79042	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	RGDBTGONENRCCN-IAMWQIMGSA-N	[]	N/A	587
6013	773.53171	PG(19:1(9Z)/17:1(9Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010489	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010489	79314.0	https://metlin.scripps.edu/metabo_info.php?molid=79314	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DFPWWGPQYCCZEM-LIIAZLHSSA-N	[]	N/A	588
6282	773.53171	PG(22:2(13Z,16Z)/14:0)	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010758	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010758	79583.0	https://metlin.scripps.edu/metabo_info.php?molid=79583	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XNHZKIWCQQQXFW-PILIGMBSSA-N	[]	N/A	589
5789	773.53171	PG(17:1(9Z)/19:1(9Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010265	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010265	79090.0	https://metlin.scripps.edu/metabo_info.php?molid=79090	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SQUPCGQJSPHUOV-LIIAZLHSSA-N	[]	N/A	590
6059	773.53171	PG(20:1(11Z)/16:1(9Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010535	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010535	79360.0	https://metlin.scripps.edu/metabo_info.php?molid=79360	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YGIWIMBMRVMGJW-IAMWQIMGSA-N	[]	N/A	591
5559	773.53171	PG(18:1(9E)/18:1(9E))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010033	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010033	40864.0	https://metlin.scripps.edu/metabo_info.php?molid=40864	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DSNRWDQKZIEDDB-ZQXBMSQTSA-N	[]	N/A	592
5818	773.53171	PG(17:2(9Z,12Z)/19:0)	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010294	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010294	79119.0	https://metlin.scripps.edu/metabo_info.php?molid=79119	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CHIPOLXFOVWEMS-XEPQIOIISA-N	[]	N/A	593
6088	773.53171	PG(20:2(11Z,14Z)/16:0)	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010564	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010564	79389.0	https://metlin.scripps.edu/metabo_info.php?molid=79389	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JXLYMIPTXXQFSW-ZIKXZADVSA-N	[]	N/A	594
5631	773.53171	PG(14:0/22:2(13Z,16Z))	C42H79O10P	M-H	774.541089	3	-2	-2	N/A	N/A	N/A	N/A	LMGP04010107	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP04010107	78932.0	https://metlin.scripps.edu/metabo_info.php?molid=78932	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	NZOPAXSEGUBUAI-PILIGMBSSA-N	[]	N/A	595
164802	773.53171	PG(18:1(9Z)/18:1(9Z))[U]	C42H79O10P	M-H	774.54109	3	-2	-2	N/A	N/A	N/A	N/A	N/A	N/A	40846.0	https://metlin.scripps.edu/metabo_info.php?molid=40846	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	N/A	596
164803	773.53171	PG(18:1(9E)/18:1(9E))[U]	C42H79O10P	M-H	774.54109	3	-2	-2	N/A	N/A	N/A	N/A	N/A	N/A	40847.0	https://metlin.scripps.edu/metabo_info.php?molid=40847	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	N/A	597
164804	773.53171	PG(18:1(11E)/18:1(11E))[U]	C42H79O10P	M-H	774.54109	3	-2	-2	N/A	N/A	N/A	N/A	N/A	N/A	40865.0	https://metlin.scripps.edu/metabo_info.php?molid=40865	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	N/A	598
3333	764.52207	PE(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0008976	http://www.hmdb.ca/metabolites/HMDB0008976	LMGP02010538	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010538	60405.0	https://metlin.scripps.edu/metabo_info.php?molid=60405	52924241	https://pubchem.ncbi.nlm.nih.gov/compound/52924241	RPHOMZKEMREJMO-FUFXABRCSA-N	[]	N/A	599
1800	764.52207	PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0007951	http://www.hmdb.ca/metabolites/HMDB0007951	LMGP01011425	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011425	59401.0	https://metlin.scripps.edu/metabo_info.php?molid=59401	52922332	https://pubchem.ncbi.nlm.nih.gov/compound/52922332	UJMUDAMKHIWLCZ-OTHSKKDYSA-N	[]	N/A	600
136990	764.52207	PE(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009649	http://www.hmdb.ca/metabolites/HMDB0009649	N/A	N/A	61038.0	https://metlin.scripps.edu/metabo_info.php?molid=61038	53479945	https://pubchem.ncbi.nlm.nih.gov/compound/53479945	BLHQFTDZMFXXHV-LLPREHSBSA-N	[]	N/A	601
63272	764.52207	PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0008494	http://www.hmdb.ca/metabolites/HMDB0008494	N/A	N/A	59940.0	https://metlin.scripps.edu/metabo_info.php?molid=59940	53479123	https://pubchem.ncbi.nlm.nih.gov/compound/53479123	LSYAJRTVZQKSRW-BPFCGSCHSA-N	[]	N/A	602
139828	764.52207	PE(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009100	http://www.hmdb.ca/metabolites/HMDB0009100	N/A	N/A	60507.0	https://metlin.scripps.edu/metabo_info.php?molid=60507	53479662	https://pubchem.ncbi.nlm.nih.gov/compound/53479662	IXWDETUUUCHRRC-JASSPJQVSA-N	[]	N/A	603
143927	764.52207	PE(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009422	http://www.hmdb.ca/metabolites/HMDB0009422	N/A	N/A	60818.0	https://metlin.scripps.edu/metabo_info.php?molid=60818	53479806	https://pubchem.ncbi.nlm.nih.gov/compound/53479806	DUDIINBNPPFXCH-YLZXUPISSA-N	[]	N/A	604
3904	764.52207	PE(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009584	http://www.hmdb.ca/metabolites/HMDB0009584	LMGP02011109	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011109	60973.0	https://metlin.scripps.edu/metabo_info.php?molid=60973	52924810	https://pubchem.ncbi.nlm.nih.gov/compound/52924810	RJMFDVKEPUPVJL-UYMMWNBHSA-N	[]	N/A	605
109120	764.52207	PE(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009324	http://www.hmdb.ca/metabolites/HMDB0009324	N/A	N/A	60720.0	https://metlin.scripps.edu/metabo_info.php?molid=60720	53479750	https://pubchem.ncbi.nlm.nih.gov/compound/53479750	WINPCISQHBENPR-YLCNVHHMSA-N	[]	N/A	606
3652	764.52207	PE(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009261	http://www.hmdb.ca/metabolites/HMDB0009261	LMGP02010857	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010857	60657.0	https://metlin.scripps.edu/metabo_info.php?molid=60657	52924558	https://pubchem.ncbi.nlm.nih.gov/compound/52924558	VWMUCYIDXCZVHN-WQQUXVBGSA-N	[]	N/A	607
65356	764.52207	PE(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009036	http://www.hmdb.ca/metabolites/HMDB0009036	N/A	N/A	60454.0	https://metlin.scripps.edu/metabo_info.php?molid=60454	53479635	https://pubchem.ncbi.nlm.nih.gov/compound/53479635	LJIFHMULTXIFNU-KAMIUYGRSA-N	[]	N/A	608
140878	764.52207	PE(16:0/22:5(7Z,10Z,13Z,16Z,19Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0008945	http://www.hmdb.ca/metabolites/HMDB0008945	N/A	N/A	60376.0	https://metlin.scripps.edu/metabo_info.php?molid=60376	53479590	https://pubchem.ncbi.nlm.nih.gov/compound/53479590	BXSFSSDQHFBPDQ-HSCCQJOQSA-N	[]	N/A	609
121435	764.52207	PE(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009070	http://www.hmdb.ca/metabolites/HMDB0009070	N/A	N/A	60480.0	https://metlin.scripps.edu/metabo_info.php?molid=60480	53479651	https://pubchem.ncbi.nlm.nih.gov/compound/53479651	ZYMZKMQPPJPQHY-COHGUQLJSA-N	[]	N/A	610
3680	764.52207	PE(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009292	http://www.hmdb.ca/metabolites/HMDB0009292	LMGP02010885	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010885	60688.0	https://metlin.scripps.edu/metabo_info.php?molid=60688	52924586	https://pubchem.ncbi.nlm.nih.gov/compound/52924586	KCJHLHNKOKSELI-QKGXHTGVSA-N	[]	N/A	611
3681	764.52207	PE(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009293	http://www.hmdb.ca/metabolites/HMDB0009293	LMGP02010886	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010886	60689.0	https://metlin.scripps.edu/metabo_info.php?molid=60689	102515063	https://pubchem.ncbi.nlm.nih.gov/compound/102515063	AWJMEKMEOPNUNJ-GYEARLHBSA-N	[]	N/A	612
146791	764.52207	PE(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009388	http://www.hmdb.ca/metabolites/HMDB0009388	N/A	N/A	60784.0	https://metlin.scripps.edu/metabo_info.php?molid=60784	53479787	https://pubchem.ncbi.nlm.nih.gov/compound/53479787	TXFWFMDGCDNTTP-OPOGBLJCSA-N	[]	N/A	613
3710	764.52207	PE(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009357	http://www.hmdb.ca/metabolites/HMDB0009357	LMGP02010915	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010915	60753.0	https://metlin.scripps.edu/metabo_info.php?molid=60753	52924616	https://pubchem.ncbi.nlm.nih.gov/compound/52924616	IFXHBQGHSNUBCV-DFYKYYSYSA-N	[]	N/A	614
54406	764.52207	PE(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009421	http://www.hmdb.ca/metabolites/HMDB0009421	N/A	N/A	60817.0	https://metlin.scripps.edu/metabo_info.php?molid=60817	53479805	https://pubchem.ncbi.nlm.nih.gov/compound/53479805	DKEUOIONQWUMCB-JBXKSKBRSA-N	[]	N/A	615
3467	764.52207	PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009101	http://www.hmdb.ca/metabolites/HMDB0009101	LMGP02010672	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010672	60508.0	https://metlin.scripps.edu/metabo_info.php?molid=60508	52924373	https://pubchem.ncbi.nlm.nih.gov/compound/52924373	HDZVRBPBPCZCJG-XOSPZYHZSA-N	[]	N/A	616
120724	764.52207	PE(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009037	http://www.hmdb.ca/metabolites/HMDB0009037	N/A	N/A	60455.0	https://metlin.scripps.edu/metabo_info.php?molid=60455	53479636	https://pubchem.ncbi.nlm.nih.gov/compound/53479636	MFPOOPOMQXUMBS-RWMKFOTHSA-N	[]	N/A	617
3991	764.52207	PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009069	http://www.hmdb.ca/metabolites/HMDB0009069	LMGP02011196	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011196	60479.0	https://metlin.scripps.edu/metabo_info.php?molid=60479	71728381	https://pubchem.ncbi.nlm.nih.gov/compound/71728381	PECSWFQRRFRZPW-BHPGJWMBSA-N	[]	N/A	618
3739	764.52207	PE(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009389	http://www.hmdb.ca/metabolites/HMDB0009389	LMGP02010944	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010944	60785.0	https://metlin.scripps.edu/metabo_info.php?molid=60785	52924645	https://pubchem.ncbi.nlm.nih.gov/compound/52924645	VFUVYNGTMNUBMF-ZRVIQYDLSA-N	[]	N/A	619
3996	764.52207	PE(18:0/20:5(5Z,8Z,11Z,14Z,17Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009005	http://www.hmdb.ca/metabolites/HMDB0009005	LMGP02011201	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011201	60427.0	https://metlin.scripps.edu/metabo_info.php?molid=60427	52924902	https://pubchem.ncbi.nlm.nih.gov/compound/52924902	MOJMRZJNAPRFBD-NGHJRSEQSA-N	[]	N/A	620
61597	764.52207	PE(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009616	http://www.hmdb.ca/metabolites/HMDB0009616	N/A	N/A	61005.0	https://metlin.scripps.edu/metabo_info.php?molid=61005	53479912	https://pubchem.ncbi.nlm.nih.gov/compound/53479912	IGLDAKIUZPDOCH-XHZSNTCFSA-N	[]	N/A	621
87200	764.52207	PE(16:0/22:5(4Z,7Z,10Z,13Z,16Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0008944	http://www.hmdb.ca/metabolites/HMDB0008944	N/A	N/A	60375.0	https://metlin.scripps.edu/metabo_info.php?molid=60375	53479589	https://pubchem.ncbi.nlm.nih.gov/compound/53479589	VFGMWCSZLGEBAJ-OYUCTCCDSA-N	[]	N/A	622
3495	764.52207	PE(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009132	http://www.hmdb.ca/metabolites/HMDB0009132	LMGP02010700	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010700	60539.0	https://metlin.scripps.edu/metabo_info.php?molid=60539	52924401	https://pubchem.ncbi.nlm.nih.gov/compound/52924401	DKGGFNCTHDFZHW-ASALTCRTSA-N	[]	N/A	623
3768	764.52207	PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009453	http://www.hmdb.ca/metabolites/HMDB0009453	LMGP02010973	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010973	60849.0	https://metlin.scripps.edu/metabo_info.php?molid=60849	52924674	https://pubchem.ncbi.nlm.nih.gov/compound/52924674	ZAVFAQIEEDHGRI-JVYSIHAYSA-N	[]	N/A	624
3523	764.52207	PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))	C43H76NO8P	M-H	765.530854925	2	-2	-2	N/A	N/A	HMDB0009165	http://www.hmdb.ca/metabolites/HMDB0009165	LMGP02010728	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010728	60571.0	https://metlin.scripps.edu/metabo_info.php?molid=60571	52924429	https://pubchem.ncbi.nlm.nih.gov/compound/52924429	FGAIGMYJGVYYEI-GYEARLHBSA-N	[]	N/A	625
