Name	inHouse_ID	ID
aerobec		mdm-721
aethosuccimidum		mdm-809
aethosuximide		mdm-809
aethosuximide [german]		mdm-809
agidol		mdm-250
agidol 1		mdm-250
ah-034/32845032		mdm-544
ahba		mdm-164
ahro-001	cnic_65	
ahro-001	cnic_64	
ahro-001	cnic_46	
ahro-001	cnic_62	
ahro-001	cnic_63	
ai3-00150	cnic_34	
ai3-00483		mdm-69
ai3-00892	cnic_32	
ai3-01062	cnic_39	
ai3-01062	cnic_40	
ai3-01680		mdm-198
ai3-02409		mdm-985
ai3-05952		mdm-331
ai3-08920	cnic_11	
ai3-15025		mdm-593
ai3-15335		mdm-795
ai3-16135		mdm-200
ai3-16412		mdm-377
ai3-17755	cnic_16	mdm-73
ai3-17875		mdm-981
ai3-19427		mdm-410
ai3-19683		mdm-250
ai3-20212		mdm-911
ai3-20251		mdm-989
ai3-22757		mdm-746
ai3-22925		mdm-507
ai3-23986		mdm-297
ai3-24048		mdm-640
ai3-24131	cnic_27	
ai3-24208		mdm-355
ai3-24376		mdm-466
ai3-25024		mdm-645
ai3-26558		mdm-389
ai3-28524		mdm-495
ai3-31313		mdm-6
ai3-31880		mdm-575
ai3-32395	cnic_20	mdm-559
ai3-36062		mdm-561
ai3-51198		mdm-351
ai3-51894		mdm-841
ai3-60110	cnic_1	
aids-002961		mdm-160
aids-082396		mdm-160
aids002961		mdm-160
aids082396		mdm-160
ak-25649		mdm-507
ak-26748		mdm-303
ak-33354		mdm-69
ak-33476		mdm-163
ak-35305		mdm-81
ak-35339		mdm-286
ak-36312		mdm-164
ak-39838		mdm-635
ak-40866		mdm-331
ak-42216	cnic_39	
ak-42216	cnic_40	
ak-42515	cnic_15	
ak-42526	cnic_15	
ak-44154		mdm-415
ak-45237	cnic_27	
ak-45259		mdm-648
ak-45474		mdm-640
ak-45552		mdm-911
ak-46608		mdm-561
ak-48396		mdm-285
ak-48843		mdm-574
ak-48894		mdm-593
ak-49964		mdm-544
ak-50598	cnic_15	
ak-57149		mdm-882
ak-58760		mdm-488
ak-65266		mdm-377
ak-80484		mdm-415
ak-82612		mdm-575
ak-86241	cnic_20	mdm-559
ak-86834		mdm-981
ak-88492		mdm-549
ak-90070		mdm-133
ak-90086		mdm-250
ak-90109	cnic_12	
ak-94756	cnic_32	
ak01050738		mdm-809
ak101098	cnic_16	mdm-73
ak101117		mdm-645
ak113761		mdm-481
ak114168		mdm-964
ak114680		mdm-97
ak116457		mdm-757
ak130342		mdm-228
ak130464		mdm-495
ak134863		mdm-473
ak146334		mdm-198
ak151239		mdm-283
ak308472		mdm-473
akos bbs-00004652		mdm-466
akos000113937		mdm-163
akos000118897	cnic_40	
akos000118897	cnic_39	
akos000118898		mdm-985
akos000119005	cnic_34	
akos000119409		mdm-544
akos000119468		mdm-475
akos000119624	cnic_32	
akos000119625		mdm-377
akos000119884		mdm-795
akos000119890	cnic_27	
akos000119907		mdm-198
akos000119923		mdm-593
akos000120047		mdm-574
akos000120673		mdm-911
akos000120956		mdm-309
akos000121285		mdm-640
akos000121351		mdm-228
akos000121581		mdm-286
akos000121851		mdm-981
akos000136920	cnic_17	
akos000136920	cnic_23	
akos000161798	cnic_12	
akos000172844	cnic_20	mdm-559
akos000249424		mdm-575
akos000264080		mdm-415
akos000265273		mdm-507
akos000269037		mdm-250
akos000269664		mdm-466
akos000270283		mdm-81
akos000277614	cnic_16	mdm-73
akos000277885		mdm-549
akos000283821	cnic_18	
akos000283821	cnic_24	
akos000291351	cnic_11	
akos000505931		mdm-488
akos000668650		mdm-296
akos001021134		mdm-989
akos001061311		mdm-69
akos001080081		mdm-495
akos001287669		mdm-351
akos001310472		mdm-6
akos001717388		mdm-507
akos002845346		mdm-200
akos003232003		mdm-406
akos003238607		mdm-331
akos003245099		mdm-406
akos003267785		mdm-561
akos004905639		mdm-574
akos005145951		mdm-303
akos005171632		mdm-473
akos005203036		mdm-947
akos005203128		mdm-283
akos005206767	cnic_15	
akos005206937		mdm-635
akos005256777		mdm-405
akos005257639		mdm-434
akos005257914		mdm-164
akos005259462		mdm-285
akos005260023		mdm-574
akos005261742		mdm-809
akos005267243	cnic_28	mdm-401
akos005424501		mdm-62
akos005576396		mdm-882
akos005577723		mdm-949
akos005594690		mdm-74
akos005609216		mdm-133
akos005622501		mdm-457
akos005622617	cnic_50	
akos005721137		mdm-355
akos006238367		mdm-841
akos006274703		mdm-232
akos006284756		mdm-374
akos006351675	cnic_42	
akos009031297		mdm-964
akos009158729		mdm-645
akos009159072		mdm-83
akos010373257		mdm-449
akos015841564		mdm-29
akos015841612		mdm-949
akos015841892		mdm-107
akos015853585		mdm-449
akos015854051		mdm-389
akos015854458	cnic_29	
akos015854573		mdm-473
akos015855191		mdm-648
akos015856371		mdm-78
akos015856718		mdm-314
akos015895353		mdm-882
akos015895646		mdm-314
akos015901051	cnic_7	
akos015902573		mdm-242
akos015905235		mdm-692
akos015907780		mdm-97
akos015914857		mdm-434
akos015916519		mdm-424
akos015917746	cnic_1	
akos015935106		mdm-757
akos015951275		mdm-721
akos015955866		mdm-106
akos015955898	cnic_86	
akos015955898	cnic_84	
akos015955898	cnic_87	
akos015955898	cnic_85	
akos015960546		mdm-746
akos015960899		mdm-949
akos015997942		mdm-31
akos016008598		mdm-297
akos016010251	cnic_68	
akos016010251	cnic_67	
akos016010251	cnic_66	
akos016010251	cnic_49	
akos016050387		mdm-415
akos016842903	cnic_24	
akos016842903	cnic_18	
akos016843589		mdm-109
akos016843747		mdm-746
akos022101130	cnic_6	
akos022168200	cnic_46	
akos022168200	cnic_63	
akos022168200	cnic_64	
akos022168200	cnic_62	
akos022168200	cnic_65	
akos022638675		mdm-82
akos024257901		mdm-473
akos024258138	cnic_11	
akos024280614	cnic_102	
akos024280614	cnic_99	
akos024280614	cnic_101	
akos024280614	cnic_100	
akos024283994		mdm-31
akos024437781	cnic_15	
akos025310177		mdm-793
akos025393299		mdm-410
akos025402317	cnic_46	
akos026676613		mdm-389
akos030213049		mdm-94
akos032949627	cnic_58	
akos032949627	cnic_59	
akos032949627	cnic_60	
akos032963153		mdm-415
akos037623354		mdm-176
akw5em890c	cnic_7	
alanase		mdm-721
alanine, 3-phenyl-		mdm-449
alanine, n-(3-indolylacetyl)-		mdm-919
alanine, n-acetyl-		mdm-415
alanine, n-acetyl-, l-		mdm-415
alanine, n-acetyl-, l- (8ci)		mdm-415
alanine, n-indol-3-ylacetyl- (6ci) indole-3-acetylalanine n-(3-indolylacetyl)-l-alanine		mdm-919
alanine, phenyl-		mdm-449
alanine, phenyl-, l-		mdm-449
albb-000973		mdm-981
albb-005966	cnic_39	
albb-005966	cnic_40	
albb-006013		mdm-473
albb-006264	cnic_27	
albb-010275		mdm-81
albb-017957		mdm-475
albb-022459		mdm-31
albb-023287		mdm-406
albb-023550		mdm-989
albb-024921		mdm-331
albb-025694		mdm-757
albb-025755		mdm-405
albb-025843		mdm-507
albb-030169		mdm-106
albisal		mdm-69
alcohol bencilico		mdm-198
alcohol bencilico [inn-spanish]		mdm-198
alcoholum benzylicum		mdm-198
alcoholum benzylicum [inn-latin]		mdm-198
alcool benzilico		mdm-198
alcool benzilico [dcit]		mdm-198
alcool benzylique		mdm-198
alcool benzylique [inn-french]		mdm-198
alcoolbenzylique		mdm-198
aldecin		mdm-721
aldecina		mdm-721
aldecine		mdm-721
aliphatic amine		mdm-795
alizarinate		mdm-985
alizarinic acid		mdm-985
alkofen bp		mdm-250
all-cis-9,12,15-octadecatrienoate		mdm-297
all-cis-9,12,15-octadecatrienoic acid		mdm-297
all-cis-9,15-octadecatrienoic acid		mdm-297
allercorb		mdm-109
allocholate	cnic_59	
allocholate	cnic_58	
allocholate	cnic_60	
allocholic acid	cnic_60	
allocholic acid	cnic_59	
allocholic acid	cnic_58	
allodeoxycholate	cnic_75	
allodeoxycholate	cnic_74	
allodeoxycholate	cnic_76	
allodeoxycholic acid	cnic_74	
allodeoxycholic acid	cnic_75	
allodeoxycholic acid	cnic_76	
alloxazine, 7,8-dimethyl-		mdm-406
alloxazine, 7,8-dimethyl- (8ci)		mdm-406
alloxazine,8-dimethyl-		mdm-406
alpha arbutin		mdm-692
alpha,4-dihydroxybenzenepropanoic acid	cnic_24	
alpha,4-dihydroxybenzenepropanoic acid	cnic_18	
alpha,epsilon-diaminopimelic acid		mdm-405
alpha-(hydroxymethyl)benzeneacetate		mdm-133
alpha-(hydroxymethyl)benzeneacetic acid		mdm-133
alpha-(hydroxymethyl)phenylacetate		mdm-133
alpha-(hydroxymethyl)phenylacetic acid		mdm-133
alpha-amino-1h-imidazole-4-propionic acid, (s)-		mdm-389
alpha-amino-4(or 5)-imidazolepropionic acid		mdm-389
alpha-amino-beta-phenylpropionic acid, l-		mdm-449
alpha-aminocyclopropane carboxylic acid		mdm-303
alpha-aminocyclopropanecarboxylic acid		mdm-303
alpha-aminohydrocinnamate		mdm-449
alpha-aminohydrocinnamic acid		mdm-449
alpha-aminohydrocinnamic acid, l-		mdm-449
alpha-aminoisovaleric acid		mdm-29
alpha-arbutin		mdm-692
alpha-arbutin		mdm-692
alpha-arbutin, analytical standard		mdm-692
alpha-aspartylphenylalanine		mdm-347
alpha-d-fructofuranose, 4-o-beta-d-galactopyranosyl-		mdm-31
alpha-d-galactopyranosyl-(1->6)-alpha-d-glucopyranosyl beta-d-fructofuranoside		mdm-410
alpha-d-galactopyranosyl-(1->6)-alpha-d-glucopyranosyl-(1->2)-beta-d-fructofuranoside		mdm-410
alpha-d-galp-(1->6)-alpha-d-glcp-(1->2)-beta-d-fruf		mdm-410
alpha-d-galp-(1->6)-alpha-d-glcp-(1<->2)-beta-d-fruf		mdm-410
alpha-d-glucopyranoside, 4-hydroxyphenyl		mdm-692
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl (1 to 6)-		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl (1 to 6)-, hydrate		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl-(1-6)-		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl-(1-6)-, pentahydrate		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl-(1->6)-		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl-(1.fwdarw.6)-		mdm-410
alpha-d-glucopyranoside, beta-d-fructofuranosyl o-alpha-d-galactopyranosyl-(1>6)- (9ci)		mdm-410
alpha-ethyl-alpha-methylsuccinimide		mdm-809
alpha-galactose 1-phosphate		mdm-24
alpha-hib		mdm-6
alpha-hydroxy isobutyric acid		mdm-6
alpha-hydroxy-1h-indole-3-propanoic acid	cnic_29	
alpha-hydroxy-alpha-methylpropanoate		mdm-6
alpha-hydroxy-alpha-methylpropanoic acid		mdm-6
alpha-hydroxy-alpha-methylpropionic acid		mdm-6
alpha-hydroxy-isobutyric acid		mdm-6
alpha-hydroxyisobutanoate		mdm-6
alpha-hydroxyisobutanoic acid		mdm-6
alpha-hydroxyisobutyrate		mdm-6
alpha-hydroxyisobutyric acid		mdm-6
alpha-hydroxyisobutyric acid		mdm-6
alpha-hydroxyisobutyric acid, 98%		mdm-6
alpha-hydroxyisobutyric acid, 99%		mdm-6
alpha-hydroxyisobutyric acid, purum, >=98.0% (hplc)		mdm-6
alpha-hydroxynaphthoic acid		mdm-495
alpha-hydroxytoluene		mdm-198
alpha-hyocholate	cnic_109	
alpha-hyocholate	cnic_108	
alpha-hyocholic acid	cnic_107	
alpha-hyocholic acid	cnic_106	
alpha-hyocholic acid	cnic_105	
alpha-hyocholic acid	cnic_108	
alpha-hyocholic acid	cnic_111	
alpha-hyocholic acid	cnic_110	
alpha-hyocholic acid	cnic_109	
alpha-hyodeoxycholate	cnic_62	
alpha-hyodeoxycholate	cnic_46	
alpha-hyodeoxycholic acid	cnic_64	
alpha-hyodeoxycholic acid	cnic_63	
alpha-hyodeoxycholic acid	cnic_62	
alpha-hyodeoxycholic acid	cnic_65	
alpha-hyodeoxycholic acid	cnic_46	
alpha-iaa	cnic_27	
alpha-indol-3-yl-acetic acid	cnic_27	
alpha-keto-dl-phenylalanine	cnic_12	
alpha-ketohydrocinnamate	cnic_12	
alpha-ketohydrocinnamic acid	cnic_12	
alpha-l-aspartyl-l-phenylalanine		mdm-347
alpha-la		mdm-297
alpha-lactulose		mdm-31
alpha-linolenic acid		mdm-297
alpha-linolenic acid tech.		mdm-297
alpha-linolenic acid, 1.0 mg/ml in ethanol, certified reference material		mdm-297
alpha-linolenic-acid		mdm-297
alpha-lnn		mdm-297
alpha-mca	cnic_82	
alpha-mca	cnic_83	
alpha-mca	cnic_81	
alpha-mca	cnic_80	
alpha-methyl-alpha-ethylsuccinimide		mdm-809
alpha-methylbenzeneacetate	cnic_15	
alpha-methylbenzeneacetic acid	cnic_15	
alpha-methylphenylacetic acid	cnic_15	
alpha-muricholate	cnic_80	
alpha-muricholate	cnic_81	
alpha-muricholate	cnic_83	
alpha-muricholate	cnic_82	
alpha-muricholic acid	cnic_82	
alpha-muricholic acid	cnic_81	
alpha-muricholic acid	cnic_80	
alpha-muricholic acid	cnic_83	
alpha-oxo-1h-indole-3-propanoic acid	cnic_28	mdm-401
alpha-oxo-benzenepropanoic acid	cnic_12	
alpha-phenyl propionic acid	cnic_15	
alpha-phenyl-beta-hydroxypropionate		mdm-133
alpha-phenyl-beta-hydroxypropionic acid		mdm-133
alpha-phenylhydracrylic acid		mdm-133
alpha-phenylpropioate	cnic_15	
alpha-phenylpropioic acid	cnic_15	
alpha-phenylpropionic acid	cnic_15	
alpha-phylloquinone		mdm-107
alpha-toluate	cnic_11	
alpha-toluenol		mdm-198
alpha-toluic acid	cnic_11	
alpha-toluic acid, alpha-(hydroxymethyl)-		mdm-133
am-814/41090691	cnic_16	mdm-73
am20030061		mdm-163
am20030268		mdm-635
am20040558	cnic_15	
am20040845		mdm-947
am20040880	cnic_20	mdm-559
am20050821		mdm-69
am20060736		mdm-593
am20060774		mdm-449
am20061198		mdm-285
am20061247		mdm-81
am20080689		mdm-74
am20090214		mdm-303
am20090262		mdm-507
am803187		mdm-488
am804627		mdm-83
am806589		mdm-92
am807053		mdm-544
am807158		mdm-475
am81476		mdm-415
am81801		mdm-389
am82363		mdm-29
am83169		mdm-286
am84352		mdm-473
am84511	cnic_16	mdm-73
am90289		mdm-882
amb87e8loh	cnic_119	
amb87e8loh	cnic_118	
amb87e8loh	cnic_45	
amb87e8loh	cnic_116	
ambz0228		mdm-309
amca		mdm-473
amca|||amcha|||haku|||tamcha		mdm-473
amcha		mdm-473
amf0005		mdm-351
amh		mdm-473
amikapron		mdm-473
amine,diethyl,2,2'-dihydroxy   diethanolamine		mdm-795
amines, tallow alkyl dihydroxyethyl, oxides		mdm-795
amino(4-hydroxycyclohexyl)acetic acid		mdm-82
amino(4-hydroxycyclohexyl)acetic acid		mdm-82
amino-1h-imidazole-4-propanoate		mdm-389
amino-1h-imidazole-4-propanoic acid		mdm-389
amino-4-imidazoleproprionate		mdm-389
amino-4-imidazoleproprionic acid		mdm-389
aminocyclopropane carboxylic acid		mdm-303
aminocyclopropane-1-carboxylic acid		mdm-303
aminocyclopropanecarboxylic acid		mdm-303
amokin		mdm-757
amstat		mdm-473
amy012		mdm-283
amy18253		mdm-640
amy202100111		mdm-981
amy22291		mdm-347
amy22497		mdm-692
amy22879		mdm-164
amy2611		mdm-331
amy3534		mdm-309
amy40200		mdm-250
amy40428		mdm-133
amy528		mdm-911
an-584/40209222		mdm-163
an-651/40987637	cnic_20	mdm-559
anceron		mdm-721
aneurin		mdm-296
aneurine		mdm-296
annulex bht		mdm-250
anthropodeoxycholic acid	cnic_99	
anthropodeoxycholic acid	cnic_100	
anthropodeoxycholic acid	cnic_101	
anthropodeoxycholic acid	cnic_102	
anthropodesoxycholic acid	cnic_100	
anthropodesoxycholic acid	cnic_102	
anthropodesoxycholic acid	cnic_101	
anthropodesoxycholic acid	cnic_99	
anthropododesoxycholic acid	cnic_99	
anthropododesoxycholic acid	cnic_100	
anthropododesoxycholic acid	cnic_101	
anthropododesoxycholic acid	cnic_102	
anti-rheuma		mdm-389
antiberiberi factor		mdm-296
antibiotic fn 1636		mdm-449
antigall	cnic_87	
antigall	cnic_86	
antigall	cnic_85	
antigall	cnic_84	
antihemorrhagic vitamin		mdm-107
antioxidant 264		mdm-250
antioxidant 29		mdm-250
antioxidant 30		mdm-250
antioxidant 4		mdm-250
antioxidant 4k		mdm-250
antioxidant dbpc		mdm-250
antioxidant kb		mdm-250
antioxidant mpj		mdm-250
antioxidant t 501		mdm-250
antiscorbic vitamin		mdm-109
antiscorbutic factor		mdm-109
antiscorbutic vitamin		mdm-109
antox qt		mdm-250
antrancine 8		mdm-250
anvitoff		mdm-473
anw-13755		mdm-640
anw-14902		mdm-964
anw-15348	cnic_34	
anw-16277		mdm-795
anw-16296		mdm-415
anw-17368		mdm-473
anw-19063		mdm-250
anw-20336		mdm-488
anw-20664		mdm-561
anw-21125		mdm-69
anw-21595	cnic_12	
anw-21610	cnic_16	mdm-73
anw-21611	cnic_17	
anw-21611	cnic_23	
anw-21678		mdm-163
anw-23091	cnic_29	
anw-23686		mdm-635
anw-24696		mdm-303
anw-24940		mdm-331
anw-29089		mdm-911
anw-30688		mdm-81
anw-30789	cnic_40	
anw-30789	cnic_39	
anw-30794		mdm-228
anw-30912		mdm-286
anw-30923	cnic_32	
anw-31598		mdm-133
anw-31620		mdm-466
anw-32007		mdm-645
anw-32312		mdm-989
anw-32621		mdm-74
anw-32936		mdm-405
anw-33270		mdm-6
anw-33276		mdm-544
anw-33851		mdm-475
anw-34045		mdm-575
anw-34074		mdm-285
anw-34638		mdm-62
anw-34716		mdm-981
anw-34771		mdm-449
anw-35982		mdm-389
anw-36167		mdm-29
anw-37682		mdm-593
anw-38324		mdm-495
anw-38836	cnic_27	
anw-39200		mdm-985
anw-39357		mdm-574
anw-40126		mdm-78
anw-41576		mdm-97
anw-41860		mdm-809
anw-41903		mdm-406
anw-43810		mdm-457
anw-43847		mdm-83
anw-45197		mdm-549
anw-46403	cnic_20	mdm-559
anw-46652	cnic_28	mdm-401
anw-46737		mdm-746
anw-47130		mdm-648
anw-47850		mdm-507
anw-51620	cnic_15	
anw-51960		mdm-507
anw-59175	cnic_24	
anw-59175	cnic_18	
anw-61669		mdm-164
anw-73969		mdm-109
ao 29		mdm-250
ao 4k		mdm-250
aob5075	cnic_84	
aob5075	cnic_85	
aob5075	cnic_87	
aob5075	cnic_86	
aob5337		mdm-809
aox 4		mdm-250
aox 4k		mdm-250
ap-065/40180076		mdm-69
aprovel		mdm-882
aralen		mdm-757
arco-cee		mdm-109
arechin		mdm-757
arechin (salt/mix)		mdm-757
arj102154	cnic_12	
arj102978	cnic_23	
arj102978	cnic_17	
arolen		mdm-757
aromatic alcohol		mdm-198
aromatic primary alcohol		mdm-198
aronis023305		mdm-507
aronis023792		mdm-544
aronis23903		mdm-377
aronis23976		mdm-544
aronis24185		mdm-69
aronis24313	cnic_28	mdm-401
arsacol	cnic_84	
arsacol	cnic_85	
arsacol	cnic_86	
arsacol	cnic_87	
arthrochin		mdm-757
artrichin		mdm-757
as-10960		mdm-964
as-12284		mdm-106
as-12656		mdm-97
as-12681		mdm-575
as-12787		mdm-29
as-13233	cnic_50	
as-13512		mdm-911
as-13636	cnic_102	
as-13636	cnic_99	
as-13636	cnic_101	
as-13636	cnic_100	
as-13734		mdm-107
as-14129		mdm-449
as-14171		mdm-389
as-14254	cnic_65	
as-14254	cnic_46	
as-14254	cnic_62	
as-14254	cnic_63	
as-14254	cnic_64	
as-14602		mdm-640
as-14822		mdm-415
as-15349		mdm-989
as-15466		mdm-692
as-15520		mdm-549
as-15726		mdm-309
as-16859		mdm-809
as-17517		mdm-434
as-31231		mdm-164
as-39421		mdm-83
as-46818		mdm-347
as-47850	cnic_29	
as-48047		mdm-78
as-56222		mdm-406
as-56887		mdm-841
as-56889		mdm-62
as-57338		mdm-297
as-57674		mdm-331
as-62713	cnic_1	
as-63074		mdm-283
as-63461	cnic_28	mdm-401
as-65803	cnic_24	
as-65803	cnic_18	
as-70048	cnic_70	
as-70048	cnic_71	
as-70048	cnic_73	
as-70048	cnic_69	
as-70048	cnic_72	
as-70048	cnic_44	
as-71662		mdm-232
as-72772		mdm-746
as00159		mdm-575
as02533		mdm-466
as03283		mdm-495
as04466		mdm-198
as06110		mdm-561
asamid		mdm-809
ascoltin		mdm-109
ascoltin (tn)		mdm-109
ascor		mdm-109
ascor (tn)		mdm-109
ascor-b.i.d.		mdm-109
ascorb		mdm-109
ascorbajen		mdm-109
ascorbate		mdm-109
ascorbic acid		mdm-109
ascorbic acid		mdm-109
ascorbic acid (jp17/usp/inn)		mdm-109
ascorbic acid (l-ascorbic acid; vitamin c)		mdm-109
ascorbic acid (vit c)		mdm-109
ascorbic acid [ban:inn:jan]		mdm-109
ascorbic acid [usp:inn:ban:jan]		mdm-109
ascorbic acid dc97sf		mdm-109
ascorbic acid mixture with vitamin b		mdm-109
ascorbic acid mixture with vitamin b complex		mdm-109
ascorbic acid, british pharmacopoeia (bp) reference standard		mdm-109
ascorbic acid, european pharmacopoeia (ep) reference standard		mdm-109
ascorbic acid, united states pharmacopeia (usp) reference standard		mdm-109
ascorbicab		mdm-109
ascorbicap		mdm-109
ascorbicap (tn)		mdm-109
ascorbicin		mdm-109
ascorbin		mdm-109
ascorbinsaeure		mdm-109
ascorbutina		mdm-109
ascorin		mdm-109
ascorteal		mdm-109
ascorvit		mdm-109
asp-phe		mdm-347
asp-phe, 96%		mdm-347
aspartyl-phenylalanine		mdm-347
aspartylphenylalanine		mdm-347
at-18588		mdm-410
at-4778		mdm-635
at-6461		mdm-107
atomase		mdm-721
atx 101	cnic_50	
atx-101	cnic_50	
atx101	cnic_50	
atysmal		mdm-809
auxin	cnic_27	
avapro		mdm-882
avapro (tn)		mdm-882
avlochlor		mdm-757
avloclor		mdm-757
ay 4166		mdm-949
ay-4166		mdm-949
ay4166		mdm-949
az0001-0132	cnic_27	
az0001-0257		mdm-475
az0001-0391		mdm-544
aze05tdv2v		mdm-795
azetat	cnic_6	
b-(3-hydroxyphenyl)propionate	cnic_20	mdm-559
b-(3-hydroxyphenyl)propionic acid	cnic_20	mdm-559
b-(4-hydroxyphenyl)lactate	cnic_24	
b-(4-hydroxyphenyl)lactate	cnic_18	
b-(4-hydroxyphenyl)lactic acid	cnic_24	
b-(4-hydroxyphenyl)lactic acid	cnic_18	
b-(m-hydroxyphenyl)propionate	cnic_20	mdm-559
b-(m-hydroxyphenyl)propionic acid	cnic_20	mdm-559
b-(p-hydroxyphenyl)-dl-lactate	cnic_24	
b-(p-hydroxyphenyl)-dl-lactate	cnic_18	
b-(p-hydroxyphenyl)-dl-lactic acid	cnic_18	
b-(p-hydroxyphenyl)-dl-lactic acid	cnic_24	
b-(p-hydroxyphenyl)lactate	cnic_18	
b-(p-hydroxyphenyl)lactate	cnic_24	
b-(p-hydroxyphenyl)lactic acid	cnic_18	
b-(p-hydroxyphenyl)lactic acid	cnic_24	
b-2206		mdm-911
b-alanine, n-[(2r)-2,4-dihydroxy-3,3-dimethyl-1-oxobutyl]- (9ci)		mdm-444
b-hydroxyhydratropate		mdm-133
b-hydroxyhydratropic acid		mdm-133
b-indoleacetate	cnic_27	
b-indoleacetic acid	cnic_27	
b-indolylacetate	cnic_27	
b-indolylacetic acid	cnic_27	
b-lithocholanate	cnic_52	
b-lithocholanate	cnic_57	
b-lithocholanate	cnic_55	
b-lithocholanate	cnic_54	
b-lithocholanate	cnic_53	
b-lithocholanate	cnic_56	
b-lithocholanic acid	cnic_54	
b-lithocholanic acid	cnic_53	
b-lithocholanic acid	cnic_52	
b-lithocholanic acid	cnic_57	
b-lithocholanic acid	cnic_56	
b-lithocholanic acid	cnic_55	
b-lithocholate	cnic_57	
b-lithocholate	cnic_56	
b-lithocholate	cnic_53	
b-lithocholate	cnic_52	
b-lithocholate	cnic_54	
b-lithocholate	cnic_55	
b-lithocholic acid	cnic_56	
b-lithocholic acid	cnic_52	
b-lithocholic acid	cnic_53	
b-lithocholic acid	cnic_54	
b-lithocholic acid	cnic_55	
b-lithocholic acid	cnic_57	
b-methyl-d-galactoside		mdm-242
b-muricholic acid	cnic_94	
b-muricholic acid	cnic_93	
b-muricholic acid	cnic_95	
b-phenylpropargylate		mdm-981
b-phenylpropargylic acid		mdm-981
b-phenylpropionate	cnic_32	
b-phenylpropionic acid	cnic_32	
b-phenylpyruvate	cnic_12	
b-phenylpyruvic acid	cnic_12	
b0463		mdm-351
b2378		mdm-198
b4464		mdm-721
b72a9998-c8f3-4803-baea-f3f6067aabe4		mdm-919
b81aedb0-eaca-4296-9bab-52d60f137ffb		mdm-389
b977c251-72c6-4d13-ad85-937dca3e6af2	cnic_16	mdm-73
bay 3517		mdm-473
bb 0242380	cnic_27	
bb 0257524		mdm-544
bb 0260034		mdm-473
bb 0301228		mdm-561
bb 0323370		mdm-488
bbl004098		mdm-62
bbl004469		mdm-473
bbl005532		mdm-355
bbl007614		mdm-415
bbl007918		mdm-81
bbl008217	cnic_39	
bbl008217	cnic_40	
bbl009348	cnic_27	
bbl009640		mdm-507
bbl009937		mdm-377
bbl010498		mdm-544
bbl010661		mdm-133
bbl010663		mdm-488
bbl011572	cnic_32	
bbl011608		mdm-69
bbl011938		mdm-198
bbl012114		mdm-507
bbl012255		mdm-163
bbl012974		mdm-466
bbl012998		mdm-640
bbl013196		mdm-981
bbl013877	cnic_50	
bbl015353		mdm-475
bbl023681		mdm-593
bbl023724		mdm-985
bbl027392		mdm-405
bbl027444		mdm-495
bbl027456	cnic_16	mdm-73
bbl027612		mdm-549
bbl027824		mdm-989
bbl028095		mdm-351
bbl033469		mdm-949
bbl033519		mdm-457
bbl036782		mdm-635
bbl100145		mdm-303
bbl101113		mdm-286
bbl104224	cnic_17	
bbl104224	cnic_23	
bcp02004		mdm-882
bcp05245		mdm-303
bcp05724		mdm-488
bcp13133		mdm-473
bcp14307	cnic_15	
bcp15370		mdm-985
bcp15873		mdm-964
bcp16764	cnic_15	
bcp18127		mdm-377
bcp18146		mdm-473
bcp21605		mdm-475
bcp21784		mdm-544
bcp25964	cnic_40	
bcp25964	cnic_39	
bcp26623	cnic_27	
bcp26875		mdm-507
bcp27601		mdm-635
bcp27627		mdm-31
bcp27915		mdm-109
bcp28400		mdm-949
bcp29310	cnic_29	
bcp33887		mdm-31
bcp9000792		mdm-882
bcpp000202		mdm-882
bdbm12		mdm-351
bdbm16418		mdm-198
bdbm16419	cnic_11	
bdbm18073		mdm-449
bdbm181118		mdm-389
bdbm21674	cnic_99	
bdbm21674	cnic_102	
bdbm21674	cnic_101	
bdbm21674	cnic_100	
bdbm22985		mdm-757
bdbm231637		mdm-78
bdbm23416		mdm-746
bdbm24782		mdm-107
bdbm30701		mdm-947
bdbm31881	cnic_29	
bdbm32203		mdm-69
bdbm32212		mdm-635
bdbm36183	cnic_11	
bdbm50008543	cnic_34	
bdbm50009999	cnic_39	
bdbm50009999	cnic_40	
bdbm50015089		mdm-574
bdbm50024210		mdm-475
bdbm50026220		mdm-355
bdbm50042235		mdm-882
bdbm50049759		mdm-347
bdbm50064288		mdm-62
bdbm50079401	cnic_8	
bdbm50079507		mdm-250
bdbm50080272		mdm-985
bdbm50085536		mdm-377
bdbm50159793	cnic_6	
bdbm50167651	cnic_12	
bdbm50168283		mdm-285
bdbm50187132		mdm-466
bdbm50201883	cnic_27	
bdbm50219487		mdm-495
bdbm50233301		mdm-314
bdbm50236238	cnic_66	
bdbm50236238	cnic_67	
